lemma,reading,accent_type
振り向く,フリムク,0
顔を向ける,カオヲムケル,0
前に出る,マエニデル,0
後ろに下がる,ウシロニサガル,0
寄る,ヨル,1
寄せる,ヨセル,0
近づく,チカヅク,0
近づける,チカヅケル,0
遠ざかる,トオザカル,0
離す,ハナス,2
離れる,ハナレル,0
引き寄せる,ヒキヨセル,0
押し返す,オシカエス,0
押し上げる,オシアゲル,0
引き上げる,ヒキアゲル,0
引き下げる,ヒキサゲル,0
持ち上げる,モチアゲル,0
持ち込む,モチコム,0
持ち帰る,モチカエル,0
持ち寄る,モチヨル,0
運ぶ,ハコブ,0
運び出す,ハコビダス,0
運び込む,ハコビコム,0
運転する,ウンテンスル,0
移す,ウツス,0
移る,ウツル,2
移動する,イドウスル,0
並みいる,ナミイル,0
並み居る,ナミイル,0
並び替える,ナラビカエル,0
積む,ツム,1
積み上げる,ツミアゲル,0
積み重ねる,ツミカサネル,0
重ね合わせる,カサネアワセル,0
重なる,カサナル,0
置き換える,オキカエル,0
切り取る,キリトル,0
取り替える,トリカエル,0
交換する,コウカンスル,0
差し替える,サシカエル,0
入れ替える,イレカエル,0
入れ替わる,イレカワル,0
通す,トオス,0
通る,トオル,1
通じる,ツウジル,0
通わせる,カヨワセル,0
通い合う,カヨイアウ,0
通勤する,ツウキンスル,0
通学する,ツウガクスル,0
泊まる,トマル,0
泊める,トメル,2
宿る,ヤドル,2
休憩する,キュウケイスル,0
くつろぐ,クツログ,0
眠り込む,ネムリコム,0
寝かせる,ネカセル,0
目覚める,メザメル,0
起こす,オコス,0
起こる,オコル,2
立ち上がる,タチアガル,0
立ち止まる,タチドマル,0
座り込む,スワリコム,0
寝転ぶ,ネコロブ,0
歩き回る,アルキマワル,0
走る,ハシル,2
走り出す,ハシリダス,0
飛び出す,トビダス,0
飛び込む,トビコム,0
泳ぐ,オヨグ,2
潜る,モグル,2
浮かぶ,ウカブ,0
浮かべる,ウカベル,0
沈む,シズム,0
沈める,シズメル,0
滑る,スベル,2
転ぶ,コロブ,0
転がる,コロガル,0
転がす,コロガス,0
登り切る,ノボリキル,0
降ろす,オロス,0
降ろさせる,オロサセル,0
着替える,キガエル,0
着せる,キセル,0
履かせる,ハカセル,0
脱がせる,ヌガセル,0
羽織る,ハオル,2
包む,ツツム,2
巻く,マク,1
巻き付ける,マキツケル,0
解放する,カイホウスル,0
閉める,シメル,2
閉まる,シマル,2
締める,シメル,2
締まる,シマル,2
閉じ込める,トジコメル,0
出入りする,デイリスル,0
出会う,デアウ,2
付き合う,ツキアウ,0
助ける,タスケル,0
助かる,タスカル,0
救う,スクウ,2
救われる,スクワレル,0
支給する,シキュウスル,0
配る,クバル,2
配られる,クバラレル,0
届ける,トドケル,0
届く,トドク,2
送信する,ソウシンスル,0
受信する,ジュシンスル,0
受け取る,ウケトル,0
受け止める,ウケトメル,0
差し出す,サシダス,0
差し伸べる,サシノベル,0
貸し出す,カシダス,0
借りる,カル,0
返る,カエル,1
返送する,ヘンソウスル,0
返却する,ヘンキャクスル,0
問い合わせる,トイアワセル,0
問い合わせを受ける,トイアワセヲウケル,0
報告する,ホウコクスル,0
連絡する,レンラクスル,0
相談する,ソウダンスル,0
相談に乗る,ソウダンニノル,0
指導する,シドウスル,0
指示する,シジスル,1
命じる,メイジル,0
許す,ユルス,2
認める,ミトメル,0
認め合う,ミトメアウ,0
褒める,ホメル,0
叱る,シカル,0
怒鳴る,ドナル,2
慰める,ナグサメル,0
励まし合う,ハゲマシアウ,0
支援する,シエンスル,0
援助する,エンジョスル,1
応援する,オウエンスル,0
促す,ウナガス,0
勧める,ススメル,0
勧誘する,カンユウスル,0
説得する,セットクスル,0
納得する,ナットクスル,0
合意する,ゴウイスル,1
合流する,ゴウリュウスル,0
合体する,ガッタイスル,0
協力する,キョウリョクスル,0
協働する,キョウドウスル,0
協議する,キョウギスル,1
討論する,トウロンスル,0
議論する,ギロンスル,0
対話する,タイワスル,1
会話する,カイワスル,1
黙る,ダマル,2
黙らせる,ダマラセル,0
黙り込む,ダマリコム,0
笑う,ワラウ,0
微笑む,ホホエム,0
泣く,ナク,0
叫ぶ,サケブ,2
叫び出す,サケビダス,0
歌い出す,ウタイダス,0
奏でる,カナデル,0
弾く,ヒク,0
鳴らす,ナラス,2
響く,ヒビク,2
響かせる,ヒビカセル,0
光る,ヒカル,2
照らす,テラス,0
照り返す,テリカエス,0
燃える,モエル,0
燃やす,モヤス,0
冷える,ヒエル,2
冷やす,ヒヤス,0
温まる,アタタマル,4
温める,アタタメル,0
乾く,カワク,2
乾かす,カワカス,0
湿る,シメル,0
濡れる,ヌレル,0
濡らす,ヌラス,0
溶ける,トケル,0
溶かす,トカス,0
煮る,ニル,0
焼く,ヤク,0
炒める,イタメル,0
蒸す,ムス,0
炊く,タク,1
茹でる,ユデル,0
揚げる,アゲル,0
冷ます,サマス,2
盛る,モル,1
盛り付ける,モリツケル,0
配膳する,ハイゼンスル,0
片づける,カタヅケル,0
洗い終える,アライオエル,0
切り分ける,キリワケル,0
すくう,スクウ,2
注ぐ,ソソグ,2
こぼす,コボス,2
こぼれる,コボレル,0
噛む,カム,1
飲む,ノム,1
飲み込む,ノミコム,0
味わう,アジワウ,3
香る,カオル,0
匂う,ニオウ,2
嗅ぐ,カグ,1
触る,サワル,0
撫でる,ナデル,0
抱きしめる,ダキシメル,0
握る,ニギル,0
掴む,ツカム,0
掴み取る,ツカミトル,0
放す,ハナス,2
離れ落ちる,ハナレオチル,0
叩く,タタク,2
殴る,ナグル,0
蹴る,ケル,1
刺す,サス,0
刺さる,ササル,0
折る,オル,1
折れる,オレル,0
曲げる,マゲル,0
曲げ直す,マゲナオス,0
伸ばしきる,ノバシキル,0
縮こまる,チヂコマル,0
震える,フルエル,3
震わせる,フルワセル,0
驚かす,オドロカス,0
驚かせる,オドロカセル,0
喜ばせる,ヨロコバセル,0
悲しませる,カナシマセル,0
怒らせる,オコラセル,0
和らぐ,ヤワラグ,0
和らげる,ヤワラゲル,0
鎮まる,シズマル,0
鎮める,シズメル,0
落ち着く,オチツク,0
落ち着かせる,オチツカセル,0
気張る,キバル,0
気負う,キオウ,1
気取る,キドル,2
見誤る,ミアヤマル,0
誤る,アヤマル,3
誤解する,ゴカイスル,0
勘違いする,カンチガイスル,0
理解する,リカイスル,1
納める,オサメル,0
把握する,ハアクスル,0
察する,サッスル,0
推測する,スイソクスル,0
推し量る,オシハカル,0
予測する,ヨソクスル,0
予想する,ヨソウスル,0
想像する,ソウゾウスル,0
空想する,クウソウスル,0
夢見る,ユメミル,3
願う,ネガウ,2
祈る,イノル,2
望む,ノゾム,2
希望する,キボウスル,0
期待する,キタイスル,0
失望する,シツボウスル,0
落胆する,ラクタンスル,0
安心する,アンシンスル,0
心配する,シンパイスル,0
恐れる,オソレル,3
怖がる,コワガル,0
嫌がる,イヤガル,0
好む,コノム,2
好かれる,スカレル,0
嫌われる,キラワレル,0
愛する,アイスル,3
憎む,ニクム,2
恨む,ウラム,2
羨む,ウラヤム,3
妬む,ネタム,2
反省する,ハンセイスル,0
後悔する,コウカイスル,0
感謝する,カンシャスル,1
謝る,アヤマル,3
謝罪する,シャザイスル,0
詫びる,ワビル,0
詫び入る,ワビイル,0
頼り切る,タヨリキル,0
頼られる,タヨラレル,0
頼りにする,タヨリニスル,0
信頼する,シンライスル,0
疑う,ウタガウ,0
警戒する,ケイカイスル,0
見張る,ミハル,2
監視する,カンシスル,1
観察する,カンサツスル,0
分析する,ブンセキスル,0
測る,ハカル,2
測定する,ソクテイスル,0
試す,タメス,2
試みる,ココロミル,0
実験する,ジッケンスル,0
証明する,ショウメイスル,0
発見する,ハッケンスル,0
発明する,ハツメイスル,0
発想する,ハッソウスル,0
想定する,ソウテイスル,0
仮定する,カテイスル,0
立証する,リッショウスル,0
証す,アカス,1
求める,モトメル,0
求まる,モトマル,0
要求する,ヨウキュウスル,0
要請する,ヨウセイスル,0
請う,コウ,1
請け負う,ウケオウ,0
負う,オウ,1
担う,ニナウ,0
背負う,セオウ,2
負ける,マケル,0
勝ち取る,カチトル,0
競う,キソウ,2
競り合う,セリアウ,0
争う,アラソウ,3
戦う,タタカウ,0
負かす,マカス,0
譲る,ユズル,0
譲り合う,ユズリアウ,0
譲り渡す,ユズリワタス,0
譲らない,ユズラナイ,0
選ぶ,エラブ,2
選び抜く,エラビヌク,0
選定する,センテイスル,0
採る,トル,1
採用する,サイヨウスル,0
採択する,サイタクスル,0
承認する,ショウニンスル,0
承諾する,ショウダクスル,0
拒む,コバム,2
拒否する,キョヒスル,1
拒絶する,キョゼツスル,0
禁じる,キンジル,0
禁ずる,キンズル,0
強いる,シイル,0
従う,シタガウ,0
従わせる,シタガワセル,0
従事する,ジュウジスル,1
仕える,ツカエル,0
仕切る,シキル,2
仕分ける,シワケル,0
仕上げる,シアゲル,0
仕上がる,シアガル,0
振り分ける,フリワケル,0
配分する,ハイブンスル,0
割り当てる,ワリアテル,0
割り振る,ワリフル,0
割る,ワル,2
分配する,ブンパイスル,0
配属する,ハイゾクスル,0
勤める,ツトメル,0
勤務する,キンムスル,1
出勤する,シュッキンスル,0
退勤する,タイキンスル,0
出社する,シュッシャスル,0
帰社する,キシャスル,1
退社する,タイシャスル,0
欠勤する,ケッキンスル,0
遅刻する,チコクスル,0
早退する,ソウタイスル,0
出席する,シュッセキスル,0
欠席する,ケッセキスル,0
参加する,サンカスル,0
参列する,サンレツスル,0
出場する,シュツジョウスル,0
出演する,シュツエンスル,0
登壇する,トウダンスル,0
出品する,シュッピンスル,0
出展する,シュッテンスル,0
出荷する,シュッカスル,0
配送する,ハイソウスル,0
配達する,ハイタツスル,0
発送する,ハッソウスル,0
発注する,ハッチュウスル,0
受注する,ジュチュウスル,0
発行する,ハッコウスル,0
発表する,ハッピョウスル,0
表現する,ヒョウゲンスル,1
公表する,コウヒョウスル,0
公開する,コウカイスル,0
隠す,カクス,2
隠れる,カクレル,0
伏せる,フセル,0
漏れる,モレル,0
漏らす,モラス,2
隠し持つ,カクシモツ,0
掲げる,カカゲル,0
掲示する,ケイジスル,1
載せる,ノセル,0
掲載する,ケイサイスル,0
載る,ノル,1
貼る,ハル,0
貼り出す,ハリダス,0
掲げ直す,カカゲナオス,0
更新する,コウシンスル,0
更新される,コウシンサレル,0
送金する,ソウキンスル,0
支払う,シハラウ,3
受給する,ジュキュウスル,0
支給される,シキュウサレル,0
課す,カス,1
課される,カサレル,0
課題化する,カダイカスル,0
達する,タッスル,0
達成する,タッセイスル,0
達成できる,タッセイデキル,0
届かせる,トドカセル,0
達し得る,タッシウル,0
狙う,ネラウ,0
狙い定める,ネライサダメル,0
挑む,イドム,2
挑戦する,チョウセンスル,0
競り勝つ,セリカツ,0
勝ち進む,カチススム,0
負け越す,マケコス,0
稼ぐ,カセグ,2
稼ぎ出す,カセギダス,0
生み出す,ウミダス,0
生み育てる,ウミソダテル,0
生かす,イカス,0
生きる,イキル,2
生き抜く,イキヌク,0
暮らす,クラス,0
暮れる,クレル,0
過ごす,スゴス,2
過ぎる,スギル,2
迎える,ムカエル,0
迎え入れる,ムカエイレル,0
追う,オウ,1
追いかける,オイカケル,0
追い越す,オイコス,0
追い抜く,オイヌク,0
追い込む,オイコム,0
追い返す,オイカエス,0
追い詰める,オイツメル,0
追求する,ツイキュウスル,0
求職する,キュウショクスル,0
応募する,オウボスル,1
志願する,シガンスル,1
入社する,ニュウシャスル,1
採用される,サイヨウサレル,0
雇う,ヤトウ,2
雇われる,ヤトワレル,0
養う,ヤシナウ,0
引き継ぐ,ヒキツグ,0
受け継ぐ,ウケツグ,0
継ぐ,ツグ,1
継承する,ケイショウスル,0
伝承する,デンショウスル,0
委ねる,ユダネル,0
委任する,イニンスル,1
委託する,イタクスル,0
派遣する,ハケンスル,0
配属される,ハイゾクサレル,0
割り込む,ワリコム,0
割り切る,ワリキル,0
言い切る,イイキル,0
言い換える,イイカエル,0
言い当てる,イイアテル,0
言い出す,イイダス,0
言い直す,イイナオス,0
言い聞かせる,イイキカセル,0
言い張る,イイハル,0
申し込む,モウシコム,0
申し出る,モウシデル,0
申し渡す,モウシワタス,0
申請する,シンセイスル,0
承る,ウケタマワル,0
願い出る,ネガイデル,0
訴える,ウッタエル,0
訴えかける,ウッタエカケル,0
促進する,ソクシンスル,0
加速する,カソクスル,0
加速させる,カソクサセル,0
遅らせる,オクラセル,0
遅延する,チエンスル,0
停止する,テイシスル,1
止まる,トマル,0
止める,トメル,2
止め直す,トメナオス,0
止まらない,トマラナイ,0
働きかける,ハタラキカケル,0
影響する,エイキョウスル,0
左右する,サユウスル,0
揺るがす,ユルガス,0
支配する,シハイスル,1
統べる,スベル,2
統一する,トウイツスル,0
統合する,トウゴウスル,0
束ねる,タバネル,0
まとめる,マトメル,0
まとまる,マトマル,0
整合する,セイゴウスル,0
連携する,レンケイスル,0
つながる,ツナガル,0
つなげる,ツナゲル,0
結び付く,ムスビツク,0
結び付ける,ムスビツケル,0
連なる,ツラナル,0
連ねる,ツラネル,0
並走する,ヘイソウスル,0
混乱する,コンランスル,0
乱れる,ミダレル,0
乱す,ミダス,2
崩れる,クズレル,0
崩す,クズス,2
壊す,コワス,2
壊れる,コワレル,0
築く,キズク,2
築き上げる,キズキアゲル,0
築き直す,キズキナオス,0
育てる,ソダテル,0
育つ,ソダツ,2
育み合う,ハグクミアウ,0
養成する,ヨウセイスル,0
鍛える,キタエル,0
鍛え直す,キタエナオス,0
磨き続ける,ミガキツヅケル,0
伸び悩む,ノビナヤム,0
踏ん張る,フンバル,0
踏み出す,フミダス,0
踏み込む,フミコム,0
踏み外す,フミハズス,0
踏みとどまる,フミトドマル,0
踏み切る,フミキル,0
踏まえる,フマエル,0
踏み直す,フミナオス,0
立て直す,タテナオス,0
立てる,タテル,2
立て込む,タテコム,0
建てる,タテル,2
築造する,チクゾウスル,0
設ける,モウケル,0
設置する,セッチスル,0
設計する,セッケイスル,0
設問する,セツモンスル,0
設定し直す,セッテイシナオス,0
付ける,ツケル,0
付く,ツク,1
付きまとう,ツキマトウ,0
付け加える,ツケクワエル,0
加える,クワエル,0
加わる,クワワル,0
増える,フエル,2
増やす,フヤス,0
減らす,ヘラス,2
減る,ヘル,1
消す,ケス,0
薄まる,ウスマル,0
濃くなる,コクナル,0
澄む,スム,1
濁る,ニゴル,0
映る,ウツル,2
映す,ウツス,0
映える,ハエル,1
写す,ウツス,0
写る,ウツル,2
撮り直す,トリナオス,0
試写する,シシャスル,1
録る,トル,1
録音する,ロクオンスル,0
録画する,ロクガスル,1
再生する,サイセイスル,0
停止させる,テイシサセル,0
巻き戻す,マキモドス,0
早送りする,ハヤオクリスル,0
消去する,ショウキョスル,1
保存し直す,ホゾンシナオス,0
入力する,ニュウリョクスル,0
出力する,シュツリョクスル,0
クリックする,クリックスル,1
打つ,ウツ,1
打ち込む,ウチコム,0
入力し直す,ニュウリョクシナオス,0
送信し直す,ソウシンシナオス,0
検索する,ケンサクスル,0
抽出する,チュウシュツスル,0
分類する,ブンルイスル,0
整理する,セイリスル,1
編集する,ヘンシュウスル,0
結論づける,ケツロンズケル,0
終結する,シュウケツスル,0
解決する,カイケツスル,0
解消する,カイショウスル,0
解明する,カイメイスル,0
解釈する,カイシャクスル,0
解読する,カイドクスル,0
明らかにする,アキラカニスル,0
明らむ,アカラム,0
明ける,アケル,0
暮れる,クレル,0
暮らし続ける,クラシツヅケル,0
生き返る,イキカエル,0
起死回生する,キシカイセイスル,0
試行錯誤する,シコウサクゴスル,0
切磋琢磨する,セッサタクマスル,0
臨機応変に動く,リンキオウヘンニウゴク,0
創意工夫する,ソウイクフウスル,0
担ぎ上げる,カツギアゲル,0
引き受ける,ヒキウケル,0
引き渡す,ヒキワタス,0
引き留める,ヒキトメル,0
立てかける,タテカケル,0
打ち合わせる,ウチアワセル,0
打ち返す,ウチカエス,0
打ち消す,ウチケス,0
申し合わせる,モウシアワセル,0
受け入れる,ウケイレル,0
受け流す,ウケナガス,0
受け継がせる,ウケツガセル,0
切り分かれる,キリワカレル,0
引き締める,ヒキシメル,0
緩める,ユルメル,0
緩む,ユルム,0
引き延ばす,ヒキノバス,0
先送りする,サキオクリスル,0
乗り越える,ノリコエル,0
持ち直す,モチナオス,0
持て余す,モテアマス,0
支払える,シハラエル,0
見渡す,ミワタス,0
見晴らす,ミハラス,0
見込む,ミコム,0
見積もる,ミツモル,0
見定める,ミサダメル,0
見比べ直す,ミクラベナオス,0
聞き分ける,キキワケル,0
聞き逃す,キキノガス,0
読み違える,ヨミチガエル,0
書き表す,カキアラワス,0
書き並べる,カキナラベル,0
書き送る,カキオクル,0
考え込む,カンガエコム,0
考え抜く,カンガエヌク,0
思い込む,オモイコム,0
思い巡らす,オモイメグラス,0
決め直す,キメナオス,0
決断する,ケツダンスル,0
割り出す,ワリダス,0
洗い出す,アライダス,0
拾い上げる,ヒロイアゲル,0
拾う,ヒロウ,2
浮き彫りにする,ウキボリニスル,0
取りまとめる,トリマトメル,0
引き出す,ヒキダス,0
引っ張る,ヒッパル,0
押し広げる,オシヒロゲル,0
赤い,アカイ,0
青い,アオイ,0
明るい,アカルイ,0
暖かい,アタタカイ,4
新しい,アタラシイ,4
暑い,アツイ,2
熱い,アツイ,2
厚い,アツイ,2
危ない,アブナイ,0
甘い,アマイ,0
いい,イイ,1
忙しい,イソガシイ,4
痛い,イタイ,0
薄い,ウスイ,2
うれしい,ウレシイ,0
うるさい,ウルサイ,3
多い,オオイ,1
大きい,オオキイ,3
おかしい,オカシイ,0
遅い,オソイ,2
重い,オモイ,0
面白い,オモシロイ,4
かわいい,カワイイ,3
黄色い,キイロイ,0
汚い,キタナイ,3
厳しい,キビシイ,0
暗い,クライ,0
黒い,クロイ,0
詳しい,クワシイ,0
怖い,コワイ,0
寒い,サムイ,2
白い,シロイ,2
涼しい,スズシイ,0
すごい,スゴイ,2
少ない,スクナイ,3
狭い,セマイ,0
高い,タカイ,2
楽しい,タノシイ,0
小さい,チイサイ,3
近い,チカイ,0
強い,ツヨイ,2
冷たい,ツメタイ,0
つまらない,ツマラナイ,4
遠い,トオイ,0
長い,ナガイ,2
眠い,ネムイ,0
速い,ハヤイ,2
早い,ハヤイ,2
低い,ヒクイ,0
広い,ヒロイ,2
古い,フルイ,0
細い,ホソイ,2
欲しい,ホシイ,2
まずい,マズイ,2
丸い,マルイ,0
短い,ミジカイ,0
難しい,ムズカシイ,4
珍しい,メズラシイ,4
安い,ヤスイ,2
優しい,ヤサシイ,0
柔らかい,ヤワラカイ,4
弱い,ヨワイ,2
良い,ヨイ,1
悪い,ワルイ,2
安全だ,アンゼンダ,3
嫌いだ,キライダ,0
きれいだ,キレイダ,0
元気だ,ゲンキダ,1
静かだ,シズカダ,1
重要だ,ジュウヨウダ,3
上手だ,ジョウズダ,3
丈夫だ,ジョウブダ,0
好きだ,スキダ,2
大事だ,ダイジダ,1
大丈夫だ,ダイジョウブダ,3
大好きだ,ダイスキダ,4
大切だ,タイセツダ,1
丁寧だ,テイネイダ,0
苦手だ,ニガテダ,0
必要だ,ヒツヨウダ,0
暇だ,ヒマダ,0
複雑だ,フクザツダ,0
不便だ,フベンダ,0
便利だ,ベンリダ,1
まじめだ,マジメダ,0
無理だ,ムリダ,1
有名だ,ユウメイダ,0
立派だ,リッパダ,0
簡単だ,カンタンダ,0
親切だ,シンセツダ,0
心配だ,シンパイダ,0
正直だ,ショウジキダ,0
素敵だ,ステキダ,1
大変だ,タイヘンダ,0
適当だ,テキトウダ,0
不安だ,フアンダ,0
不思議だ,フシギダ,0
変だ,ヘンダ,1
真剣だ,シンケンダ,0
自由だ,ジユウダ,0
曖昧だ,アイマイダ,3
快適だ,カイテキダ,0
平等だ,ビョウドウダ,0
公平だ,コウヘイダ,0
明確だ,メイカクダ,0
冷静だ,レイセイダ,0
無感情だ,ムカンジョウダ,3
非人間的だ,ヒニンゲンテキダ,0
感情的だ,カンジョウテキダ,0
論理的だ,ロンリテキダ,0
国語的だ,コクゴテキダ,0
数学的だ,スウガクテキダ,0
物理的だ,ブツリテキダ,0
抽象的だ,チュウショウテキダ,0
具体的だ,グタイテキダ,0
再現的だ,サイゲンテキダ,0
再現可能だ,サイゲンカノウダ,0
機械的だ,キカイテキダ,0
無機質だ,ムキシツダ,0
形式的だ,ケイシキテキダ,0
本質的だ,ホンシツテキダ,0
象徴的だ,ショウチョウテキダ,0
典型的だ,テンケイテキダ,0
効果的だ,コウカテキダ,0
効率的だ,コウリツテキダ,0
非効率だ,ヒコウリツダ,0
合理的だ,ゴウリテキダ,0
合目的だ,ゴウモクテキダ,0
無目的だ,ムモクテキダ,0
能動的だ,ノウドウテキダ,0
受動的だ,ジュドウテキダ,0
主体的だ,シュタイテキダ,0
自主的だ,ジシュテキダ,0
自発的だ,ジハツテキダ,0
消極的だ,ショウキョクテキダ,0
積極的だ,セッキョクテキダ,0
長期的だ,チョウキテキダ,0
短期的だ,タンキテキダ,0
局所的だ,キョクショテキダ,0
全体的だ,ゼンタイテキダ,0
部分的だ,ブブンテキダ,0
個人的だ,コジンテキダ,0
組織的だ,ソシキテキダ,0
体系的だ,タイケイテキダ,0
断片的だ,ダンペンテキダ,0
一時的だ,イチジテキダ,0
恒常的だ,コウジョウテキダ,0
恒久的だ,コウキュウテキダ,0
一貫的だ,イッカンテキダ,0
持続的だ,ジゾクテキダ,0
継続的だ,ケイゾクテキダ,0
断続的だ,ダンゾクテキダ,0
感覚的だ,カンカクテキダ,0
直感的だ,チョッカンテキダ,0
客観的だ,キャッカンテキダ,0
主観的だ,シュカンテキダ,0
相対的だ,ソウタイテキダ,0
絶対的だ,ゼッタイテキダ,0
相対だ,ソウタイダ,0
絶対だ,ゼッタイダ,0
普遍的だ,フヘンテキダ,0
限定的だ,ゲンテイテキダ,0
実践的だ,ジッセンテキダ,0
理論的だ,リロンテキダ,0
抽出的だ,チュウシュツテキダ,0
現実的だ,ゲンジツテキダ,0
理想的だ,リソウテキダ,0
創造的だ,ソウゾウテキダ,0
破壊的だ,ハカイテキダ,0
建設的だ,ケンセツテキダ,0
攻撃的だ,コウゲキテキダ,0
防御的だ,ボウギョテキダ,0
抑制的だ,ヨクセイテキダ,0
開放的だ,カイホウテキダ,0
閉鎖的だ,ヘイサテキダ,0
内向的だ,ナイコウテキダ,0
外向的だ,ガイコウテキダ,0
友好的だ,ユウコウテキダ,0
敵対的だ,テキタイテキダ,0
協力的だ,キョウリョクテキダ,0
協調的だ,キョウチョウテキダ,0
排他的だ,ハイタテキダ,0
包括的だ,ホウカツテキダ,0
総合的だ,ソウゴウテキダ,0
戦略的だ,センリャクテキダ,0
戦術的だ,センジュツテキダ,0
道徳的だ,ドウトクテキダ,0
倫理的だ,リンリテキダ,0
合法的だ,ゴウホウテキダ,0
違法だ,イホウダ,0
不適切だ,フテキセツダ,0
妥当だ,ダトウダ,0
穏当だ,オントウダ,0
正当だ,セイトウダ,0
不当だ,フトウダ,0
適切だ,テキセツダ,0
厳格だ,ゲンカクダ,0
柔軟だ,ジュウナンダ,0
頑丈だ,ガンジョウダ,0
脆弱だ,ゼイジャクダ,0
危険だ,キケンダ,0
快い,ココロヨイ,3
重苦しい,オモクルシイ,5
息苦しい,イキグルシイ,4
やさしい,ヤサシイ,0
にくい,ニクイ,2
しぶい,シブイ,2
渋い,シブイ,2
鋭い,スルドイ,3
鈍い,ニブイ,2
深い,フカイ,2
浅い,アサイ,2
軽い,カルイ,0
固い,カタイ,2
硬い,カタイ,2
堅い,カタイ,2
苦い,ニガイ,2
酸っぱい,スッパイ,3
辛い,カライ,0
塩辛い,シオカライ,0
しょっぱい,ショッパイ,3
香ばしい,コウバシイ,4
おいしい,オイシイ,0
美味しい,オイシイ,0
青白い,アオジロイ,4
青黒い,アオグロイ,4
白っぽい,シロッポイ,0
黒っぽい,クロッポイ,0
赤っぽい,アカッポイ,0
黄ばんだ,キバンダ,0
色濃い,イロコイ,0
淡い,アワイ,2
鮮やかだ,アザヤカダ,0
華やかだ,ハナヤカダ,0
にぎやかだ,ニギヤカダ,2
賑やかだ,ニギヤカダ,2
穏やかだ,オダヤカダ,3
爽やかだ,サワヤカダ,0
緩やかだ,ユルヤカダ,0
なだらかだ,ナダラカダ,0
滑らかだ,ナメラカダ,0
ささやかだ,ササヤカダ,0
ゆるやかだ,ユルヤカダ,0
静謐だ,セイヒツダ,0
軽快だ,ケイカイダ,0
痛快だ,ツウカイダ,0
快活だ,カイカツダ,0
快晴だ,カイセイダ,0
陰鬱だ,インウツダ,0
陰気だ,インキダ,0
陽気だ,ヨウキダ,0
気楽だ,キラクダ,0
気軽だ,キガルダ,0
気難しい,キムズカシイ,5
頼もしい,タノモシイ,4
誇らしい,ホコラシイ,4
恥ずかしい,ハズカシイ,4
望ましい,ノゾマシイ,4
惜しい,オシイ,2
悔しい,クヤシイ,3
まぶしい,マブシイ,0
騒がしい,サワガシイ,0
勇ましい,イサマシイ,4
羨ましい,ウラヤマシイ,5
疑わしい,ウタガワシイ,5
怪しい,アヤシイ,0
険しい,ケワシイ,0
親しい,シタシイ,0
等しい,ヒトシイ,3
激しい,ハゲシイ,0
おとなしい,オトナシイ,4
頼りない,タヨリナイ,0
だらしない,ダラシナイ,0
汚らしい,キタナラシイ,5
愛らしい,アイラシイ,4
女らしい,オンナラシイ,0
男らしい,オトコラシイ,0
子どもらしい,コドモラシイ,0
大人らしい,オトナラシイ,0
人間らしい,ニンゲンラシイ,5
機械らしい,キカイラシイ,0
明白だ,メイハクダ,0
自明だ,ジメイダ,0
鮮明だ,センメイダ,0
透明だ,トウメイダ,0
不透明だ,フトウメイダ,0
鮮烈だ,センレツダ,0
壮大だ,ソウダイダ,0
巨大だ,キョダイダ,0
微小だ,ビショウダ,0
微妙だ,ビミョウダ,0
緻密だ,チミツダ,0
精密だ,セイミツダ,0
粗雑だ,ソザツダ,0
雑だ,ザツダ,1
簡潔だ,カンケツダ,0
冗長だ,ジョウチョウダ,0
簡明だ,カンメイダ,0
煩雑だ,ハンザツダ,0
冗談だ,ジョウダンダ,0
深刻だ,シンコクダ,0
重大だ,ジュウダイダ,0
軽微だ,ケイビダ,0
重大だ,ジュウダイダ,0
即時的だ,ソクジテキダ,0
即効的だ,ソッコウテキダ,0
決定的だ,ケッテイテキダ,0
致命的だ,チメイテキダ,0
致命だ,チメイダ,0
致命傷だ,チメイショウダ,0
根本的だ,コンポンテキダ,0
表面的だ,ヒョウメンテキダ,0
表層的だ,ヒョウソウテキダ,0
内面的だ,ナイメンテキダ,0
根源的だ,コンゲンテキダ,0
慢性的だ,マンセイテキダ,0
急性的だ,キュウセイテキダ,0
突発的だ,トッパツテキダ,0
自然だ,シゼンダ,0
不自然だ,フシゼンダ,0
当然だ,トウゼンダ,0
偶然だ,グウゼンダ,0
必然だ,ヒツゼンダ,0
偶発的だ,グウハツテキダ,0
安定だ,アンテイダ,0
不安定だ,フアンテイダ,0
安定的だ,アンテイテキダ,0
流動的だ,リュウドウテキダ,0
可変的だ,カヘンテキダ,0
不変だ,フヘンダ,0
柔軟性が高い,ジュウナンセイガタカイ,0
規則正しい,キソクタダシイ,5
筋が通っている,スジガトオッテイル,0
筋が悪い,スジガワルイ,0
筋がいい,スジガイイ,0
的確だ,テキカクダ,0
不的確だ,フテキカクダ,0
明敏だ,メイビンダ,0
聡明だ,ソウメイダ,0
利口だ,リコウダ,0
賢い,カシコイ,3
愚かだ,オロカダ,2
愚かしい,オロカシイ,4
上等だ,ジョウトウダ,0
下等だ,カトウダ,0
高尚だ,コウショウダ,0
卑近だ,ヒキンダ,0
卑屈だ,ヒクツダ,0
高圧的だ,コウアツテキダ,0
威圧的だ,イアツテキダ,0
威圧だ,イアツダ,0
圧倒的だ,アットウテキダ,0
決然だ,ケツゼンダ,0
